,Soundfile,Left time (sec),Right time (sec),Top freq (Hz),Bottom freq (Hz),Species,Call Type,Comments,Unnamed: 8
475,ICLISTENHF1251_20130812T180120.864Z.wav,23.27523,24.10457,11996.2,617.71,Oo,PC,OKW,
476,ICLISTENHF1251_20130812T180120.864Z.wav,35.17428,36.32813,10926.38,594.61,Oo,PC,OKW,
477,ICLISTENHF1251_20130812T180120.864Z.wav,47.01922,47.5601,9586.17,572.24,Oo,PC,OKW,
478,ICLISTENHF1251_20130812T180120.864Z.wav,47.46994,48.47957,9023.95,629.54,Oo,PC,OKW,
479,ICLISTENHF1251_20130812T180120.864Z.wav,47.75841,48.55167,11186.07,2217.8,Oo,PC,OKW,
480,ICLISTENHF1251_20130812T180120.864Z.wav,50.75119,51.50841,8181.67,876.98,Oo,PC,OKW,
481,ICLISTENHF1251_20130812T180120.864Z.wav,53.99638,54.96994,9471.45,1046.3,Oo,PC,OKW,
482,ICLISTENHF1251_20130812T180120.864Z.wav,56.25,56.9351,10422.05,594.61,Oo,PC,OKW,
483,ICLISTENHF1251_20130812T180120.864Z.wav,56.89904,57.49398,8489.49,1959.02,Oo,PC,OKW,
484,ICLISTENHF1251_20130812T180120.864Z.wav,63.35337,64.38101,7313.45,958.54,Oo,PC,OKW,
485,ICLISTENHF1251_20130812T180120.864Z.wav,86.01563,87.0072,10056.68,519.35,Oo,PC,OKW,
486,ICLISTENHF1251_20130812T180120.864Z.wav,87.1875,88.23316,7041.7,1868.7,Oo,PC,OKW,
487,ICLISTENHF1251_20130812T180120.864Z.wav,198.46154,199.29087,9245.44,3762.7,Oo,W,OKW,
488,ICLISTENHF1251_20130812T180120.864Z.wav,203.76202,204.87981,16094.89,5364.95,Oo,W,OKW,
489,ICLISTENHF1251_20130812T180120.864Z.wav,208.17909,209.0625,6778.43,606.07,Oo,PC,OKW,
490,ICLISTENHF1251_20130812T180620.865Z.wav,11.98918,12.85457,11585.24,2948.52,Oo,PC,OKW,
491,ICLISTENHF1251_20130812T180620.865Z.wav,191.77284,192.60216,3710.13,925.19,Oo,PC,OKW,
492,ICLISTENHF1251_20130812T180620.865Z.wav,251.03364,251.95312,7499.42,1263.22,Oo,PC,OKW,
493,ICLISTENHF1251_20130812T180620.865Z.wav,264.7536,265.72716,7689.32,1102.14,Oo,PC,OKW,
494,ICLISTENHF1251_20130812T180620.865Z.wav,266.0697,266.98918,7981.67,1180.39,Oo,PC,OKW,
495,ICLISTENHF1251_20130812T181120.866Z.wav,19.72355,20.60697,6607.51,908.88,Oo,PC,OKW,
496,ICLISTENHF1251_20130812T181120.866Z.wav,37.19351,38.11297,7785.76,1671.38,Oo,PC,OKW,
497,ICLISTENHF1251_20130812T181120.866Z.wav,58.66587,59.51322,7499.42,2659,Oo,PC,OKW,
498,ICLISTENHF1251_20130812T181120.866Z.wav,128.68989,129.64543,5882.12,830.89,Oo,PC,OKW,
499,ICLISTENHF1251_20130812T181120.866Z.wav,140.24639,141.20191,9471.45,2504.48,Oo,PC,OKW,
500,ICLISTENHF1251_20130812T181120.866Z.wav,162.20553,162.9447,6953.01,2739.19,Oo,PC,OKW,
501,ICLISTENHF1251_20130812T181120.866Z.wav,293.23918,294.1226,11450.88,2467.04,Oo,PC,OKW,
502,ICLISTENHF1251_20130812T181120.866Z.wav,297.33173,297.92668,8489.49,1200.66,Oo,PC,OKW,
503,ICLISTENHF1251_20130812T181620.867Z.wav,60.70313,61.33413,7221.91,925.19,Oo,PC,OKW,
504,ICLISTENHF1251_20130812T181620.867Z.wav,92.77644,93.5697,6523.4,2052.94,Oo,PC,OKW,
505,ICLISTENHF1251_20130812T181620.867Z.wav,98.11297,98.85216,8081.16,2252.07,Oo,PC,OKW,
506,ICLISTENHF1251_20130812T181620.867Z.wav,105.28846,106.24398,7883.21,1868.7,Oo,PC,OKW,
507,ICLISTENHF1251_20130812T181620.867Z.wav,112.33773,113.14904,7883.21,2021.22,Oo,PC,OKW,
508,ICLISTENHF1251_20130812T181620.867Z.wav,144.06851,145.02404,10177.27,2780.03,Oo,PC,OKW,
509,ICLISTENHF1251_20130812T181620.867Z.wav,172.19351,173.02284,10671.74,3979.27,Oo,PC,OKW,
510,ICLISTENHF1251_20130812T182120.868Z.wav,42.47595,43.52163,10299.05,861.39,Oo,PC,OKW,
511,ICLISTENHF1251_20130812T182120.868Z.wav,52.19351,53.3113,12135.86,861.39,Oo,PC,OKW,
512,ICLISTENHF1251_20130812T182120.868Z.wav,83.04087,84.10456,10177.27,550.57,Oo,PC,OKW,
513,ICLISTENHF1251_20130812T182620.869Z.wav,38.65385,39.46514,5019.22,629.54,Oo,PC,OKW,
514,ICLISTENHF1251_20130812T182620.869Z.wav,40.94351,41.95313,12419.24,3171.02,Oo,PC,OKW,
515,ICLISTENHF1251_20130812T182620.869Z.wav,43.52163,44.33292,8700.02,1263.22,Oo,PC,OKW,
516,ICLISTENHF1251_20130812T182620.869Z.wav,44.90986,46.22595,6607.51,572.24,Oo,PC,OKW,
517,ICLISTENHF1251_20130812T182620.869Z.wav,47.6322,48.35337,8914.87,1396.52,Oo,PC,OKW,
518,ICLISTENHF1251_20130812T182620.869Z.wav,48.28125,49.29087,6865.26,758.55,Oo,PC,OKW,
519,ICLISTENHF1251_20130812T182620.869Z.wav,53.38341,54.17667,13302.69,908.88,Oo,PC,OKW,
520,ICLISTENHF1251_20130812T182620.869Z.wav,84.91587,85.90744,5294.26,772.58,Oo,PC,OKW,
521,ICLISTENHF1251_20130812T182620.869Z.wav,92.28966,93.1911,9702.04,572.24,Oo,PC,OKW,
522,ICLISTENHF1251_20130812T182620.869Z.wav,95.57091,96.3101,28977.18,2739.19,Oo,BZ,OKW,
523,ICLISTENHF1251_20130812T182620.869Z.wav,125.46273,126.4363,8489.49,1221.22,Oo,PC,OKW,
524,ICLISTENHF1251_20130812T182620.869Z.wav,128.34736,129.5012,8283.22,975.59,Oo,PC,OKW,
525,ICLISTENHF1251_20130812T182620.869Z.wav,140.84135,141.23797,31999,5019.22,Oo,CK,OKW,
526,ICLISTENHF1251_20130812T182620.869Z.wav,143.76202,144.66345,8181.67,691.54,Oo,PC,OKW,
527,ICLISTENHF1251_20130812T182620.869Z.wav,145.4387,146.26803,7405.95,731.13,Oo,PC,OKW,
528,ICLISTENHF1251_20130812T182620.869Z.wav,216.77885,217.59013,31999,6953.01,Oo,CK,OKW,
529,ICLISTENHF1251_20130812T182620.869Z.wav,274.8497601,275.4447,31999,3311.11,Oo,CK,OKW,
530,ICLISTENHF1251_20130812T183120.870Z.wav,23.41947,23.79808,31999,7689.32,Oo,CK,OKW,
531,ICLISTENHF1251_20130812T183120.870Z.wav,43.46755,43.91827,31999,6523.4,Oo,CK,OKW,
532,ICLISTENHF1251_20130812T183120.870Z.wav,53.38341,53.97837,31999,7883.21,Oo,CK,OKW,
533,ICLISTENHF1251_20130812T183120.870Z.wav,73.23316,73.99038,14398.95,1592.3,Oo,PC,OKW,
534,ICLISTENHF1251_20130812T183120.870Z.wav,74.02643,74.90985,8806.9,1541.34,Oo,PC,OKW,
535,ICLISTENHF1251_20130812T183120.870Z.wav,136.40625,137.27162,9471.45,678.75,Oo,PC,OKW,
536,ICLISTENHF1251_20130812T183120.870Z.wav,288.3697,289.3072,9357.87,540,Oo,PC,OKW,
537,ICLISTENHF1251_20130812T183620.871Z.wav,19.32691,19.83172,31999,6037.29,Oo,CK,OKW,
538,ICLISTENHF1251_20130812T183620.871Z.wav,27.89063,29.38702,9357.87,975.59,Oo,PC,OKW,
539,ICLISTENHF1251_20130812T183620.871Z.wav,75.95553,77.1274,10299.05,704.53,Oo,PC,OKW,
540,ICLISTENHF1251_20130812T183620.871Z.wav,77.5601,78.40744,31999,6440.19,Oo,CK,OKW,
541,ICLISTENHF1251_20130812T183620.871Z.wav,79.63341,81.11178,11720.9,666.16,Oo,PC,OKW,
542,ICLISTENHF1251_20130812T183620.871Z.wav,82.26563,83.45553,9357.87,653.76,Oo,PC,OKW,
543,ICLISTENHF1251_20130812T183620.871Z.wav,83.65385,84.14063,31999,5294.26,Oo,CK,OKW,
544,ICLISTENHF1251_20130812T183620.871Z.wav,86.75481,87.98077,7131.33,717.73,Oo,PC,OKW,
545,ICLISTENHF1251_20130812T183620.871Z.wav,88.43149,89.71154,11720.9,704.53,Oo,PC,OKW,
546,ICLISTENHF1251_20130812T183620.871Z.wav,90.72114,91.65864,9357.87,572.24,Oo,PC,OKW,
547,ICLISTENHF1251_20130812T183620.871Z.wav,93.5697,95.03005,8081.16,519.35,Oo,PC,OKW,
548,ICLISTENHF1251_20130812T183620.871Z.wav,96.95913,97.33774,31999,5581.74,Oo,CK,OKW,
549,ICLISTENHF1251_20130812T183620.871Z.wav,99.64543,101.19591,11317.83,594.61,Oo,PC,OKW,
550,ICLISTENHF1251_20130812T183620.871Z.wav,109.6514399,110.6790864,11857.88,606.07,Oo,PC,OKW,
551,ICLISTENHF1251_20130812T183620.871Z.wav,111.03966,111.79688,10422.05,908.88,Oo,PC,OKW,
552,ICLISTENHF1251_20130812T183620.871Z.wav,112.28364,114.06851,12419.24,786.83,Oo,PC,OKW,
553,ICLISTENHF1251_20130812T183620.871Z.wav,121.09976,121.73077,31999,4443.66,Oo,CK,OKW,
554,ICLISTENHF1251_20130812T183620.871Z.wav,128.70793,130.15023,9357.87,489.63,Oo,PC,OKW,
555,ICLISTENHF1251_20130812T183620.871Z.wav,175.20433,176.43029,7883.21,561.32,Oo,PC,OKW,
556,ICLISTENHF1251_20130812T183620.871Z.wav,181.76683,182.48798,31999,2117.61,Oo,CK,OKW,
557,ICLISTENHF1251_20130812T183620.871Z.wav,186.85095,187.69831,10926.38,691.54,Oo,PC,OKW,
558,ICLISTENHF1251_20130812T183620.871Z.wav,204.5012,206.68269,12562.99,470.61,Oo,PC,OKW,
559,ICLISTENHF1251_20130812T183620.871Z.wav,209.98197,210.82933,31999,3125.44,Oo,CK,OKW,
560,ICLISTENHF1251_20130812T183620.871Z.wav,219.87981,221.55649,12708.12,499.37,Oo,PC,OKW,
561,ICLISTENHF1251_20130812T184120.873Z.wav,0.39663,1.58654,9134.14,443.23,Oo,PC,OKW,
562,ICLISTENHF1251_20130812T184120.873Z.wav,5.15625,5.96755,6692.51,641.55,Oo,PC,OKW,
563,ICLISTENHF1251_20130812T184120.873Z.wav,10.90744,12.49398,11450.88,499.37,Oo,PC,OKW,
564,ICLISTENHF1251_20130812T184120.873Z.wav,14.36898,15.41466,11450.88,489.63,Oo,PC,OKW,
565,ICLISTENHF1251_20130812T184120.873Z.wav,15.91947,17.01922,12276.87,1284.67,Oo,PC,OKW,
566,ICLISTENHF1251_20130812T184120.873Z.wav,17.30769,18.60577,12276.87,550.57,Oo,PC,OKW,
567,ICLISTENHF1251_20130812T184120.873Z.wav,36.29207,37.78845,12854.64,509.27,Oo,PC,OKW,
568,ICLISTENHF1251_20130812T184120.873Z.wav,45.10817,45.28845,31999,3505.89,Oo,CK,OKW,
569,ICLISTENHF1251_20130812T184120.873Z.wav,45.36057687,45.61298084,31374.53,3556.05,Oo,CK,OKW,
570,ICLISTENHF1251_20130812T184120.873Z.wav,45.50481,46.02763,31999,3407.34,Oo,CK,OKW,
571,ICLISTENHF1251_20130812T184120.873Z.wav,46.11779,46.49638,31999,3407.34,Oo,CK,OKW,
572,ICLISTENHF1251_20130812T184120.873Z.wav,46.65864,46.89303,31999,2863.24,Oo,CK,OKW,
573,ICLISTENHF1251_20130812T184120.873Z.wav,46.94712,47.27163,31999,2991.95,Oo,CK,OKW,
574,ICLISTENHF1251_20130812T184120.873Z.wav,47.12739,47.57813,31999,3125.44,Oo,CK,OKW,
575,ICLISTENHF1251_20130812T184120.873Z.wav,47.93869,48.40744,31999,3358.94,Oo,CK,OKW,
576,ICLISTENHF1251_20130812T184120.873Z.wav,110.80529,114.01441,12419.24,678.75,Oo,BZ,OKW,
577,ICLISTENHF1251_20130812T184120.873Z.wav,130.09614,131.32212,31999,417.2,Oo,BZ,OKW,
578,ICLISTENHF1251_20130812T184120.873Z.wav,166.53245,167.6863,12562.99,861.39,Oo,PC,OKW,
579,ICLISTENHF1251_20130812T184120.873Z.wav,172.39183,173.11298,10671.74,1083.26,Oo,PC,OKW,
580,ICLISTENHF1251_20130812T184120.873Z.wav,174.80769,176.01563,12854.64,529.59,Oo,PC,OKW,
581,ICLISTENHF1251_20130812T184120.873Z.wav,176.73678,178.23316,23642.79,3815.9,Oo,W,OKW,
582,ICLISTENHF1251_20130812T184120.873Z.wav,202.42788,203.83413,17954.1,583.34,Oo,PC,OKW,
583,ICLISTENHF1251_20130812T184120.873Z.wav,255.10817,256.09976,7981.67,1350.85,Oo,PC,OKW,
584,ICLISTENHF1251_20130812T184120.873Z.wav,258.87619,259.86779,9245.44,1242.08,Oo,PC,OKW,
585,ICLISTENHF1251_20130812T184120.873Z.wav,262.03125,262.42788,31999,2863.24,Oo,CK,OKW,
586,ICLISTENHF1251_20130812T184120.873Z.wav,268.07091,269.00841,11186.07,958.54,Oo,PC,OKW,
587,ICLISTENHF1251_20130812T184120.873Z.wav,276.92308,277.68029,31999,2948.52,Oo,CK,OKW,
588,ICLISTENHF1251_20130812T184120.873Z.wav,277.7524,278.02283,31999,1839.38,Oo,CK,OKW,
589,ICLISTENHF1251_20130812T184120.873Z.wav,278.14904,278.52764,31999,2085.07,Oo,CK,OKW,
590,ICLISTENHF1251_20130812T184120.873Z.wav,282.22356,283.53966,12276.87,1200.66,Oo,PC,OKW,
591,ICLISTENHF1251_20130812T184620.874Z.wav,2.28966,3.10096,6865.26,1419.84,Oo,PC,OKW,
592,ICLISTENHF1251_20130812T184620.874Z.wav,11.57452,12.67428,11186.07,704.53,Oo,PC,OKW,
593,ICLISTENHF1251_20130812T184620.874Z.wav,12.89063,13.61178,5730.29,572.24,Oo,PC,OKW,
594,ICLISTENHF1251_20130812T184620.874Z.wav,13.66586,14.54928,7041.7,846.02,Oo,PC,OKW,
595,ICLISTENHF1251_20130812T184620.874Z.wav,24.82572,25.24038,31999,3869.72,Oo,CK,OKW,
596,ICLISTENHF1251_20130812T184620.874Z.wav,25.76322,26.10577,31999,4383.25,Oo,CK,OKW,
597,ICLISTENHF1251_20130812T184620.874Z.wav,26.52043,27.13341,29561.71,3815.9,Oo,CK,OKW,
598,ICLISTENHF1251_20130812T184620.874Z.wav,96.23797,97.44591,8385.83,704.53,Oo,PC,OKW,
599,ICLISTENHF1251_20130812T184620.874Z.wav,105.66706,107.19952,3035.91,1516.37,Oo,,OKW,
600,ICLISTENHF1251_20130812T184620.874Z.wav,170.46274,174.57331,10546.29,1306.42,Oo,BZ,OKW,
601,ICLISTENHF1251_20130812T184620.874Z.wav,177.89063,180.37861,15397.59,1959.02,Oo,BZ,OKW,
602,ICLISTENHF1251_20130812T184620.874Z.wav,219.78966,220.07812,31999,1373.52,Oo,CK,OKW,
603,ICLISTENHF1251_20130812T184620.874Z.wav,227.70433,228.73197,3556.05,461.33,Oo,PC,OKW,
604,ICLISTENHF1251_20130812T184620.874Z.wav,285.86369,286.675,8283.22,1959.02,Oo,PC,OKW,
605,ICLISTENHF1251_20130812T184620.874Z.wav,286.69303,287.46827,7131.33,1618.31,Oo,PC,OKW,
606,ICLISTENHF1251_20130812T185120.875Z.wav,40.9976,42.13341,12276.87,2467.04,Oo,PC,OKW,
607,ICLISTENHF1251_20130812T185120.875Z.wav,66.20191,66.77885,31999,4756.18,Oo,CK,OKW,
608,ICLISTENHF1251_20130812T185120.875Z.wav,73.68389,74.0625,31999,5959.28,Oo,CK,OKW,
609,ICLISTENHF1251_20130812T185120.875Z.wav,85.78125,86.39422,31999,5155.21,Oo,CK,OKW,
610,ICLISTENHF1251_20130812T185120.875Z.wav,113.1851,115.00601,19567.31,2698.84,Oo,W,OKW,
611,ICLISTENHF1251_20130812T185120.875Z.wav,115.61898,116.15986,9134.14,1566.65,Oo,PC,OKW,
612,ICLISTENHF1251_20130812T185120.875Z.wav,120.14422,120.45072,31999,4886.22,Oo,CK,OKW,
613,ICLISTENHF1251_20130812T185620.876Z.wav,13.14303,13.61178,31999,7689.32,Oo,CK,OKW,
614,ICLISTENHF1251_20130812T185620.876Z.wav,16.58654,17.32572,31999,4091.39,Oo,BZ,OKW,
615,ICLISTENHF1251_20130812T185620.876Z.wav,19.79566,20.48077,31999,2467.04,Oo,CK,OKW,
616,ICLISTENHF1251_20130812T185620.876Z.wav,61.08173,63.17308,10671.74,3171.02,Oo,W,OKW,
617,ICLISTENHF1251_20130812T185620.876Z.wav,74.67547011,75.28846145,8385.83,1396.52,Oo,PC,OKW,
618,ICLISTENHF1251_20130812T185620.876Z.wav,82.15744,83.11297,9357.87,1350.85,Oo,PC,OKW,
619,ICLISTENHF1251_20130812T185620.876Z.wav,86.23197,87.11538,31999,1102.14,Oo,BZ,OKW,
620,ICLISTENHF1251_20130812T185620.876Z.wav,87.45793,88.48558,24136.29,572.24,Oo,BZ,OKW,
621,ICLISTENHF1251_20130812T185620.876Z.wav,160.97956,162.38581,25149.07,3762.7,Oo,BZ,OKW,
622,ICLISTENHF1251_20130812T190120.877Z.wav,8.83413,10.15023,10798.44,489.63,Oo,PC,OKW,
623,ICLISTENHF1251_20130812T190120.877Z.wav,15.1262,16.0637,8081.16,594.61,Oo,PC,OKW,
624,ICLISTENHF1251_20130812T190120.877Z.wav,19.12861,19.9399,7689.32,540,Oo,PC,OKW,
625,ICLISTENHF1251_20130812T190120.877Z.wav,60.6851,61.06369,31999,5155.21,Oo,CK,OKW,
626,ICLISTENHF1251_20130812T190120.877Z.wav,61.55048,61.89303,31999,6440.19,Oo,CK,OKW,
627,ICLISTENHF1251_20130812T190120.877Z.wav,62.34375,62.75841,31999,3217.16,Oo,CK,OKW,
628,ICLISTENHF1251_20130812T190120.877Z.wav,63.44351,63.65986,31999,6195.85,Oo,CK,OKW,
629,ICLISTENHF1251_20130812T190120.877Z.wav,65.55288,65.89543,31999,5086.84,Oo,CK,OKW,
630,ICLISTENHF1251_20130812T190120.877Z.wav,67.96875,68.92428,7883.21,691.54,Oo,PC,OKW,
631,ICLISTENHF1251_20130812T190120.877Z.wav,76.92908,77.99279,10546.29,408.81,Oo,PC,OKW,
632,ICLISTENHF1251_20130812T190120.877Z.wav,85.09614,86.52043,7131.33,519.35,Oo,PC,OKW,
633,ICLISTENHF1251_20130812T190120.877Z.wav,95.57091,95.96755,31999,4820.85,Oo,CK,OKW,
634,ICLISTENHF1251_20130812T190120.877Z.wav,96.67066,97.01322,31999,5086.84,Oo,CK,OKW,
635,ICLISTENHF1251_20130812T190120.877Z.wav,97.28364,97.59014,31999,5224.35,Oo,CK,OKW,
636,ICLISTENHF1251_20130812T190120.877Z.wav,99.23077,99.46514,31999,6195.85,Oo,CK,OKW,
637,ICLISTENHF1251_20130812T190120.877Z.wav,100.22235,100.47476,31999,4692.26,Oo,CK,OKW,
638,ICLISTENHF1251_20130812T190120.877Z.wav,100.92547,101.30409,31999,3924.17,Oo,CK,OKW,
639,ICLISTENHF1251_20130812T190120.877Z.wav,101.97114,102.16947,31999,4383.25,Oo,CK,OKW,
640,ICLISTENHF1251_20130812T190120.877Z.wav,102.38581,102.8726,31999,2863.24,Oo,CK,OKW,
641,ICLISTENHF1251_20130812T190120.877Z.wav,103.03486,103.41346,31999,4148.43,Oo,CK,OKW,
642,ICLISTENHF1251_20130812T190120.877Z.wav,103.53966,103.9363,31999,5224.35,Oo,CK,OKW,
643,ICLISTENHF1251_20130812T190620.878Z.wav,3.33534,3.73197,31999,4566.55,Oo,CK,OKW,
644,ICLISTENHF1251_20130812T190620.878Z.wav,4.20072,5.21034,9134.14,1221.22,Oo,PC,OKW,
645,ICLISTENHF1251_20130812T190620.878Z.wav,5.82332,6.20192,31999,5508.68,Oo,CK,OKW,
646,ICLISTENHF1251_20130812T190620.878Z.wav,7.08534,7.59014,31999,6116.14,Oo,CK,OKW,
647,ICLISTENHF1251_20130812T190620.878Z.wav,11.26803,12.40385,9245.44,606.07,Oo,PC,OKW,
648,ICLISTENHF1251_20130812T190620.878Z.wav,18.87619,19.74159,20418.11,4886.22,Oo,BZ,OKW,
649,ICLISTENHF1251_20130812T190620.878Z.wav,39.96995,41.05167,9357.87,1328.48,Oo,PC,OKW,
650,ICLISTENHF1251_20130812T190620.878Z.wav,61.33413,62.28966,7981.67,1180.39,Oo,PC,OKW,
651,ICLISTENHF1251_20130812T190620.878Z.wav,75.7572,76.80288,8700.02,1028.25,Oo,PC,OKW,
652,ICLISTENHF1251_20130812T190620.878Z.wav,167.5601,168.51563,13454.9,3505.89,Oo,PC,OKW,
653,ICLISTENHF1251_20130812T190620.878Z.wav,215.73317,217.10337,17954.1,1959.02,Oo,PC,OKW,
654,ICLISTENHF1251_20130812T190620.878Z.wav,217.21154,218.05888,9471.45,1810.44,Oo,PC,OKW,
655,ICLISTENHF1251_20130812T190620.878Z.wav,228.19111,229.61538,9471.45,908.88,Oo,PC,OKW,
656,ICLISTENHF1251_20130812T190620.878Z.wav,231.59856,232.44591,15058.5,801.29,Oo,PC,OKW,
657,ICLISTENHF1251_20130812T190620.878Z.wav,232.46394,233.83413,18746.25,691.54,Oo,PC,OKW,
658,ICLISTENHF1251_20130812T190620.878Z.wav,233.99638,235.81731,14078.33,480.04,Oo,PC,OKW,
659,ICLISTENHF1251_20130812T191120.879Z.wav,35.10216355,36.11177993,6357.87,1284.67,Oo,PC,OKW,
660,ICLISTENHF1251_20130812T191120.879Z.wav,46.51442,47.43388,7883.21,925.19,Oo,PC,OKW,
661,ICLISTENHF1251_20130812T191120.879Z.wav,51.83292,52.96875,10177.27,509.27,Oo,PC,OKW,
662,ICLISTENHF1251_20130812T191120.879Z.wav,52.93269,53.63582,7689.32,519.35,Oo,PC,OKW,
663,ICLISTENHF1251_20130812T191120.879Z.wav,55.25841,56.39423,11720.9,606.07,Oo,PC,OKW,
664,ICLISTENHF1251_20130812T191120.879Z.wav,57.42188,57.8726,31999,744.73,Oo,CK,OKW,
665,ICLISTENHF1251_20130812T191120.879Z.wav,63.19111,66.67066,23888.47,846.02,Oo,W,OKW,
666,ICLISTENHF1251_20130812T191120.879Z.wav,70.67308,71.53845,31999,3080.4,Oo,CK,OKW,
667,ICLISTENHF1251_20130812T191120.879Z.wav,72.34976,72.5661,31999,2863.24,Oo,CK,OKW,
668,ICLISTENHF1251_20130812T191120.879Z.wav,91.94712,94.6875,29857.63,958.54,Oo,W,OKW,
669,ICLISTENHF1251_20130812T191120.879Z.wav,115.56489,117.65625,31999,2393.56,Oo,BZ,OKW,
670,ICLISTENHF1251_20130812T191120.879Z.wav,119.54928,121.11779,12854.64,975.59,Oo,PC,OKW,
671,ICLISTENHF1251_20130812T191120.879Z.wav,123.55168,124.36297,13151.91,1010.44,Oo,PC,OKW,
672,ICLISTENHF1251_20130812T191120.879Z.wav,124.65144,125.78726,12854.64,1160.41,Oo,PC,OKW,
673,ICLISTENHF1251_20130812T191120.879Z.wav,132.15144,133.39543,14237.89,772.58,Oo,PC,OKW,
674,ICLISTENHF1251_20130812T191120.879Z.wav,133.41345,134.40505,29561.71,10056.68,Oo,BZ,OKW,
675,ICLISTENHF1251_20130812T191620.880Z.wav,54.39303,55.74519,11857.88,861.39,Oo,PC,OKW,
676,ICLISTENHF1251_20130812T191620.880Z.wav,57.92667,58.53966,31999,3407.34,Oo,CK,OKW,
677,ICLISTENHF1251_20130812T191620.880Z.wav,58.82813,59.20673,31999,3456.32,Oo,CK,OKW,
678,ICLISTENHF1251_20130812T191620.880Z.wav,59.45913,59.98197,31999,3217.16,Oo,CK,OKW,
679,ICLISTENHF1251_20130812T191620.880Z.wav,79.23678,80.55288,11055.59,499.37,Oo,PC,OKW,
680,ICLISTENHF1251_20130812T191620.880Z.wav,82.66226,83.1851,31685.48,2467.04,Oo,CK,OKW,
681,ICLISTENHF1251_20130812T191620.880Z.wav,83.78005,84.17668,31999,2357.51,Oo,CK,OKW,
682,ICLISTENHF1251_20130812T191620.880Z.wav,104.22476,104.45913,31685.48,2580.77,Oo,CK,OKW,
683,ICLISTENHF1251_20130812T191620.880Z.wav,109.20072,109.77764,11857.88,452.2,Oo,PC,OKW,
684,ICLISTENHF1251_20130812T191620.880Z.wav,112.35577,113.1851,6865.26,861.39,Oo,PC,OKW,
685,ICLISTENHF1251_20130812T191620.880Z.wav,115.7632201,117.1334136,27557.9,666.16,Oo,PC,OKW,
686,ICLISTENHF1251_20130812T191620.880Z.wav,117.04327,117.9988,19777.19,425.73,Oo,PC,OKW,
687,ICLISTENHF1251_20130812T191620.880Z.wav,118.34135,120.70313,17760.48,346.62,Oo,PC,OKW,
688,ICLISTENHF1251_20130812T192120.882Z.wav,93.6238,94.45313,9134.14,1868.7,Oo,PC,OKW,
689,ICLISTENHF1251_20130812T192120.882Z.wav,110.84135,111.5625,31999,4264.47,Oo,CK,OKW,
690,ICLISTENHF1251_20130812T192120.882Z.wav,113.09494,113.70793,31999,3924.17,Oo,CK,OKW,
691,ICLISTENHF1251_20130812T192120.882Z.wav,115.85337,117.22356,10299.05,992.89,Oo,PC,OKW,
692,ICLISTENHF1251_20130812T192120.882Z.wav,117.15144,117.8726,31999,3815.9,Oo,CK,OKW,
693,ICLISTENHF1251_20130812T192120.882Z.wav,199.16466,199.75962,31999,6195.85,Oo,CK,OKW,
694,ICLISTENHF1251_20130812T192120.882Z.wav,210.41466,211.44231,16634.95,1541.34,Oo,PC,OKW,
695,ICLISTENHF1251_20130812T192120.882Z.wav,212.36178,213.55168,18746.25,1010.44,Oo,BZ,OKW,
696,ICLISTENHF1251_20130812T192120.882Z.wav,216.11178,216.65263,4692.26,1898.41,Oo,PC,OKW,
697,ICLISTENHF1251_20130812T192620.883Z.wav,18.13702,18.98438,7041.7,1263.22,Oo,PC,OKW,
698,ICLISTENHF1251_20130812T192620.883Z.wav,23.92428,25.00601,10798.44,925.19,Oo,PC,OKW,
699,ICLISTENHF1251_20130812T192620.883Z.wav,24.98797,25.90744,14561.54,3606.8,Oo,,OKW,
700,ICLISTENHF1251_20130812T192620.883Z.wav,26.41226,27.42188,8283.22,529.59,Oo,PC,OKW,
701,ICLISTENHF1251_20130812T192620.883Z.wav,72.81851,73.28726,31999,1328.48,Oo,CK,OKW,
702,ICLISTENHF1251_20130812T192620.883Z.wav,139.74159,140.4086399,6276.42,489.63,Oo,PC,OKW,
703,ICLISTENHF1251_20130812T192620.883Z.wav,173.78005,174.91587,9471.45,629.54,Oo,PC,OKW,
704,ICLISTENHF1251_20130812T192620.883Z.wav,244.48918,245.67909,9586.17,461.33,Oo,PC,OKW,
705,ICLISTENHF1251_20130812T192620.883Z.wav,246.92308,247.96875,11996.2,509.27,Oo,PC,OKW,
706,ICLISTENHF1251_20130812T192620.883Z.wav,248.23918,249.26683,15058.5,529.59,Oo,PC,OKW,
707,ICLISTENHF1251_20130812T192620.883Z.wav,249.98797,251.21394,14725.65,786.83,Oo,PC,OKW,
708,ICLISTENHF1251_20130812T193120.884Z.wav,2.57813,3.93029,14561.54,2739.19,Oo,W,OKW,
709,ICLISTENHF1251_20130812T193120.884Z.wav,5.64303,8.14904,14237.89,305.32,Oo,PC,OKW,
710,ICLISTENHF1251_20130812T193120.884Z.wav,64.09255,65.4447,12562.99,325.43,Oo,PC,OKW,
711,ICLISTENHF1251_20130812T193120.884Z.wav,65.31851,66.14783,10177.27,876.98,Oo,PC,OKW,
712,ICLISTENHF1251_20130812T193120.884Z.wav,71.0697,71.97115,10422.05,470.61,Oo,PC,OKW,
713,ICLISTENHF1251_20130812T193120.884Z.wav,72.0072,73.46755,11186.07,470.61,Oo,PC,OKW,
714,ICLISTENHF1251_20130812T193120.884Z.wav,77.86658,78.94831,5959.28,892.8,Oo,PC,OKW,
